"","gsis_id","display_name","common_first_name","first_name","last_name","short_name","football_name","suffix","esb_id","nfl_id","pfr_id","pff_id","otc_id","espn_id","smart_id","birth_date","position_group","position","ngs_position_group","ngs_position","height","weight","headshot","college_name","college_conference","jersey_number","rookie_season","last_season","latest_team","status","ngs_status","ngs_status_short_description","years_of_experience","pff_position","pff_status","draft_year","draft_round","draft_pick","draft_team"
"63","ADA222240","Brent Adams","Brent","David","Adams",NA,NA,NA,"ADA222240",NA,"AdamBr20",NA,NA,NA,"32004144-4122-2240-daf2-3af50a0a9f06","1952-06-26","OL","OT",NA,NA,77,256,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/suxdryubfcql90fpeh8v","Tennessee",NA,"0",1975,1979,"LA","ACT",NA,NA,4,NA,NA,1975,8,185,"ATL"
"64","ADA229740","David Adams","David","David","Adams",NA,NA,NA,"ADA229740",NA,"AdamDa20",NA,NA,NA,"32004144-4122-9740-ff4e-d0d351be1872","1964-06-24","RB","RB",NA,NA,66,168,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wcid4j0nzil7v9f7wwl3","Arizona",NA,"0",1987,1987,"DAL","ACT",NA,NA,0,NA,NA,1987,12,309,"IND"
"65","ADA249174","Doug Adams","Doug","Douglas","Adams",NA,NA,NA,"ADA249174",NA,"AdamDo20",NA,NA,NA,"32004144-4124-9174-932a-d9ec5c297efe","1949-11-03","LB","MLB",NA,NA,73,225,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lhtvdwzha0jv9dbpgvhs","Ohio State",NA,"0",1974,1974,"CIN","ACT",NA,NA,4,NA,NA,NA,NA,NA,NA
"66","ADA276860","Earnest Adams","Earnest","Earnest","Adams",NA,NA,NA,"ADA276860",NA,"AdamEa20",NA,NA,NA,"32004144-4127-6860-a66c-079320198532","1959-03-12","LB","LB",NA,NA,74,226,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nijc8gaeklvo9koxkxct","Illinois",NA,"0",1987,1987,"DET","ACT",NA,NA,1,NA,NA,NA,NA,NA,NA
"67","00-0000045","Flozell Adams","Flozell","Flozell","Adams",NA,NA,NA,"ADA280969","23485","AdamFl00","354",NA,"1469","32004144-4128-0969-9390-de3ae33872eb","1975-05-18","OL","OT",NA,NA,79,338,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tvzbhead7hjhqpcbilgc","Michigan State",NA,"71",1998,2010,"PIT","ACT",NA,NA,13,NA,NA,1998,2,38,"DAL"
"68","00-0025391","Gaines Adams","Gaines","Gaines","Adams",NA,NA,NA,"ADA289187","32197","AdamGa99","3620",NA,"10449","32004144-4128-9187-9605-34d44adf891d","1983-06-08","DL","DE",NA,NA,77,258,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/s0wfqhtggx5qw5ihlpjx","Clemson",NA,"99",2007,2009,"CHI","NWT",NA,NA,3,NA,NA,2007,1,4,"TB"
"69","00-0000047","George Adams","George","George","Adams",NA,NA,NA,"ADA304546",NA,"AdamGe00",NA,NA,NA,"32004144-4130-4546-1330-206bc14699ee","1962-12-22","RB","RB",NA,NA,73,225,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/az7w0uulag2praliusgu","Kentucky",NA,"0",1985,1991,"NE","CUT",NA,NA,6,NA,NA,1985,1,19,"NYG"
"70","ADA324014","Harry Adams","Harry","Harry","Adams",NA,NA,NA,"ADA324014",NA,NA,NA,NA,"16677","32004144-4132-4014-4d1a-989672828d41","1989-11-27","WR","WR",NA,NA,72,183,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/cruzfwz6pbeb1k89utp0","Auburn",NA,"0",2013,2013,"LA","DEV",NA,NA,0,NA,NA,NA,NA,NA,NA
"71","00-0039808","Isaiah Adams","Isaiah","Isaiah","Adams","I.Adams","Isaiah",NA,"ADA373948","57192","AdamIs01","158192","11679","5084939","32004144-4137-3948-a77f-ac8f4d02b20f","2000-07-21","OL","G","OL","G",76,316,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vhbpzmpvgkkun2onlp9s","Illinois; Garden City CC","Big Ten Conference","74",2024,2026,"ARI","ACT","ACT","Active",3,"G","A",2024,3,71,"ARI"
"72","00-0033872","Jamal Adams","Jamal","Jamal","Adams","J.Adams","Jamal",NA,"ADA392115","44818","AdamJa00","11761","5590","3115373","32004144-4139-2115-dda7-1e943e0d454b","1995-10-17","DB","S","LB","OLB",73,213,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/plodzh6kwjvhpo2mf3ie","LSU","Southeastern Conference","33",2017,2026,"LV","UFA","ACT","Active",10,"LB","A",2017,1,6,"NYJ"
"73","00-0025889","Jamar Adams","Jamar","Jamar","Adams",NA,NA,NA,"ADA393165",NA,"AdamJa20",NA,NA,"11911","32004144-4139-3165-cb72-9ea329a3b66e","1985-11-29","DB","DB",NA,NA,74,215,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ea0yftzolh0jtjeektqu","Michigan",NA,"45",2008,2010,"PHI","ACT",NA,NA,3,NA,NA,NA,NA,NA,NA
"74","00-0028998","Jeff Adams","Jeff","Jeffrey","Adams","Je.Adams","Jeff",NA,"ADA396272","38945","AdamJe00","7680","688","15368","32004144-4139-6272-51c0-d59b6f0d4262","1989-09-06","OL","OT","OL","T",79,305,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/yna5goumnjv4ygsi14q0","Columbia",NA,"70",2012,2016,"HOU","DEV","CUT",NA,3,"T",NA,NA,NA,NA,NA
"75","00-0032429","Jerell Adams","Jerell","Jerell","Adams","J.Adams","Jerell",NA,"ADA400343","43473","AdamJe01","10818","4897","2978727","32004144-4140-0343-fd0c-4595e9eb7550","1992-12-31","TE","TE","TE","TE",77,254,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/euwosft7xb84upuhbutp","South Carolina","Southeastern Conference","0",2016,2020,"DET","DEV","CUT","Active",3,"TE",NA,2016,6,184,"NYG"
"76","00-0030226","Johnny Adams","Johnny","Johnny","Adams",NA,NA,NA,"ADA428790",NA,"AdamJo02","8589","2782","16489","32004144-4142-8790-3461-a5ced4f34e0d","1989-06-09","DB","CB",NA,NA,70,185,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/cl7dffywlq4kuh8cu3vl","Michigan State",NA,"0",2013,2013,"LV","DEV",NA,NA,0,NA,NA,NA,NA,NA,NA
"77","00-0034457","Josh Adams","Josh","Joshua","Adams","J.Adams","Josh",NA,"ADA444540","46641","AdamJo03","45662","7378","3932420","32004144-4144-4540-a93e-f3e3911cee48","1996-10-29","RB","RB",NA,NA,74,225,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ppc3a6qvlxjxmkwxbphn","Notre Dame","Independent","0",2018,2021,"NO","CUT","RES","Reserve/Future",4,"HB",NA,NA,NA,NA,NA
"78","ADA470662","Julius Adams","Julius","Julius","Adams",NA,NA,NA,"ADA470662",NA,"AdamJu00",NA,NA,NA,"32004144-4147-0662-ad92-3e1c29ba5664","1948-04-26","DL","DE",NA,NA,75,270,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mkulv0yzwzkfimxzw5hd","Texas Southern",NA,"0",1974,1987,"NE","ACT",NA,NA,15,NA,NA,NA,NA,NA,NA
"79","00-0020488","Keith Adams","Keith","Keith","Adams",NA,NA,NA,"ADA475276","26452","AdamKe20","932",NA,"2781","32004144-4147-5276-a704-cde5ce8ce095","1979-11-22","LB","LB",NA,NA,71,223,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/c5mas32c03syzb6vqjbi","Clemson",NA,"59",2001,2007,"CLE","ACT",NA,NA,7,NA,NA,2001,7,232,"TEN"
"80","00-0029047","Kendrick Adams","Kendrick","Kendrick","Adams",NA,NA,NA,"ADA476163",NA,"AdamKe01","7360","293","15394","32004144-4147-6163-49e0-a1992548e450","1988-11-03","DL","DE",NA,NA,77,250,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/aoh3pchsneduezgr40qc","LSU",NA,"0",2012,2013,"NYG","DEV",NA,NA,1,NA,NA,NA,NA,NA,NA
"81","00-0028338","Kris Adams","Kris","Kristofer","Adams",NA,NA,NA,"ADA479082",NA,"AdamKr00","6557","1872","14319","32004144-4147-9082-6b5b-351d29000e43","1987-09-04","WR","WR",NA,NA,75,194,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/f0urzbzxuqp5qivsxlg2","Texas-El Paso",NA,"89",2011,2013,"NYG","RES",NA,NA,2,"WR",NA,NA,NA,NA,NA
"82","00-0028337","Kyle Adams","Kyle","Kyle","Adams",NA,NA,NA,"ADA482150",NA,"AdamKy00","6556","136","14217","32004144-4148-2150-eac1-53a13c0c9238","1988-01-19","TE","TE",NA,NA,76,255,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/grsspcfae7w0fy415cdj","Purdue",NA,"86",2011,2013,"TB","ACT",NA,NA,3,"TE",NA,NA,NA,NA,NA
"83","00-0034424","Matthew Adams","Matthew","Matthew","Adams","M.Adams","Matthew",NA,"ADA499253","46290","AdamMa00","38526","7106","3126179","32004144-4149-9253-413a-82fd44765fb8","1995-12-12","LB","OLB",NA,NA,72,229,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/czuncqaya4qcf5guud1f","Houston","American Athletic Conference","49",2018,2024,"NYG","ACT","CUT","R/UFA",7,"LB","A",2018,7,221,"IND"
"84","00-0022247","Mike Adams","Mike","Michael","Adams","M.Adams","Mike",NA,"ADA515576","29236","AdamMi21","1972","33","5893","32004144-4151-5576-8fc8-c0de1821f384","1981-03-24","DB","FS","DB","SAFETY",71,205,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lkfpqqbpyo1y29eeoqhb","Delaware","Colonial Athletic Association","27",2004,2019,"HOU","ACT","ACT","Active",16,"S",NA,NA,NA,NA,NA
"85","00-0025668","Michael Adams","Michael","Michael","Adams",NA,NA,NA,"ADA509576",NA,"AdamMi98","4192","2865","10847","32004144-4150-9576-56e4-0c0d759ea128","1985-06-17","DB","DB",NA,NA,68,181,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/c6ustof4db1od2scnmv6","Louisiana-Lafayette",NA,"21",2007,2013,"TB","RES",NA,NA,7,"CB",NA,NA,NA,NA,NA
"86","00-0029202","Mike Adams","Mike","Michael","Adams",NA,"Mike",NA,"ADA520151","38586","AdamMi02","7643","2860","8133","32004144-4152-0151-78d8-74f6ea5558c1","1990-03-10","OL","OT",NA,NA,79,323,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jm6guxqs4buotenwutfr","Ohio State","Big Ten Conference","76",2012,2016,"CHI","RES","PUP","Active/PUP",5,"T",NA,2012,2,56,"PIT"
"87","ADA504348","Mike Adams","Mike","Michael","Adams",NA,NA,NA,"ADA504348",NA,"AdamMi00",NA,NA,NA,"32004144-4150-4348-d563-642e617fd37b","1974-03-24","WR","WR",NA,NA,71,185,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kbl04pmvktz4d4agl3na","Texas",NA,"86",1997,1997,"PIT","RES",NA,NA,0,NA,NA,1997,7,223,"PIT"
"88","ADA510348","Michael Adams","Michael","Michael","Adams",NA,NA,NA,"ADA510348",NA,"AdamMi20",NA,NA,NA,"32004144-4151-0348-7072-e559717565a1","1964-04-05","DB","DB",NA,NA,70,195,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jtnzs7bnhxpjyg1g56zc","Arkansas State; Mississippi Delta CC",NA,"0",1987,1989,"ARI","ACT",NA,NA,3,NA,NA,1987,3,67,"NO"
"89","00-0033929","Montravius Adams","Montravius","Montravius","Adams","M.Adams","Montravius",NA,"ADA519824","44905","AdamMo00","11848","5679","3051894","32004144-4151-9824-1230-49b9593d6a6e","1995-07-24","DL","DT",NA,NA,76,304,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/weqjlnkvdzbk0usa3v7i","Auburn","Southeastern Conference","57",2017,2024,"PIT","ACT","CUT","Active",8,"DI","A",2017,3,93,"GB"
"90","00-0035946","Myles Adams","Myles","Myles","Adams","M.Adams","Myles",NA,"ADA519905","52848","AdamMy00","28430","9194","4039164","32004144-4151-9905-70d2-92877257b064","1998-03-09","DL","DT","DL","INTERIOR_LINE",74,290,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/f11lhmyjrovmo0mdp5wa","Rice","Conference USA","66",2020,2026,"DET","ACT","DEV","PS; Vet",5,"DI","A",NA,NA,NA,NA
"91","00-0035007","Paul Adams","Paul","Paul","Adams","P.Adams","Paul",NA,"ADA523419","48104","AdamPa01","46846","8165","3122099","32004144-4152-3419-b256-7bb4c25cf724","1995-05-17","OL","OT","OL","G",77,315,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/oawhx4is1eepvdgl9fjp","Missouri","Southeastern Conference","0",2019,2021,"TEN","CUT","TRD","PS; COVID19",1,NA,NA,NA,NA,NA,NA
"92","ADA526034","Pete Adams","Pete","Peter","Adams",NA,NA,NA,"ADA526034",NA,"AdamPe20",NA,NA,NA,"32004144-4152-6034-a6c3-36ec40c78ff2","1951-05-04","OL","G",NA,NA,76,260,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rqln3vprg8wxojzqdlzs","USC",NA,"0",1974,1976,"CLE","ACT",NA,NA,2,NA,NA,NA,NA,NA,NA
"93","00-0027610","Phillip Adams","Phillip","Phillip","Adams",NA,"Phillip",NA,"ADA534252","35665","AdamPh00","5747","1947","13308","32004144-4153-4252-c3d1-63576e56b342","1988-07-20","DB","DB",NA,NA,71,195,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fqfsmsirbg0mlecvm8ip","South Carolina State","Mid-Eastern Athletic Conference","20",2010,2015,"ATL","ACT","ACT","Active",6,"CB",NA,2010,7,224,"SF"
"94","ADA553720","Bob Adams","Bob","Robert","Adams",NA,NA,NA,"ADA553720",NA,"AdamBo00",NA,NA,NA,"32004144-4155-3720-5835-f987e576c29b","1946-08-15","TE","TE",NA,NA,74,225,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gqvqcnyjvsffksmpimjr","University of U. of Pacific",NA,"0",1974,1976,"ATL","ACT",NA,NA,6,NA,NA,NA,NA,NA,NA
"95","00-0033957","Rodney Adams","Rodney","Rodney","Adams","R.Adams","Rodney",NA,"ADA555214","44983","AdamRo01","11925","5756","3059918","32004144-4155-5214-265d-3368798b4bd3","1994-09-15","WR","WR",NA,NA,73,189,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ae8lsm9ahaczhqfz1pvo","University of South Florida; Toledo","American Athletic Conference","18",2017,2022,"NYJ","RSN","RES","R/NFIL",2,"WR","A",2017,5,170,"MIN"
"96","00-0028829","Royce Adams","Royce","Royce","Adams",NA,NA,NA,"ADA567172",NA,"AdamRo00","8551","1019","14863","32004144-4156-7172-a979-ac76702d662c","1988-05-03","WR","WR",NA,NA,72,190,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sph4pazcenryfe0glebm","Purdue",NA,"0",2012,2012,"NYJ","RES",NA,NA,0,NA,NA,NA,NA,NA,NA
"97","00-0000065","Sam Adams","Sam","Samuel","Adams",NA,NA,NA,"ADA571656",NA,"AdamSa00",NA,NA,"601","32004144-4157-1656-c9b5-9681a9711d63","1973-06-13","DL","DT",NA,NA,75,350,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pqwbc18lkp6evgok8768","Texas A&M",NA,"95",1994,2007,"DEN","CUT",NA,NA,14,NA,NA,1994,1,8,"SEA"
"98","ADA581406","Sam Adams","Sam","Samuel","Adams",NA,NA,NA,"ADA581406",NA,"AdamSa20",NA,NA,NA,"32004144-4158-1406-9867-d73281413251","1948-09-20","OL","G",NA,NA,75,256,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ywynqkqkpb5xfargtexq","Prairie View A&M",NA,"0",1974,1981,"NO","ACT",NA,NA,10,NA,NA,NA,NA,NA,NA
"99","00-0000066","Scott Adams","Scott","Scott","Adams",NA,NA,NA,"ADA584320",NA,"AdamSc20",NA,NA,"7353","32004144-4158-4320-c6af-918649831c94","1966-09-28","OL","OT",NA,NA,77,290,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/yjbhmufjtd7bhwmbe0xv","Georgia",NA,"71",1991,1997,"ATL","ACT",NA,NA,6,NA,NA,NA,NA,NA,NA
"100","ADA609092","Stan Adams","Stan","Stanley","Adams",NA,NA,NA,"ADA609092",NA,"AdamSt20",NA,NA,NA,"32004144-4160-9092-7be7-046ecd6373a8","1960-05-22","LB","OLB",NA,NA,74,215,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/aqb8yo0fxath56pzaokp","Memphis",NA,"0",1984,1984,"LV","ACT",NA,NA,0,NA,NA,NA,NA,NA,NA
"101","ADA636778","Stefon Adams","Stefon","Stefon","Adams",NA,NA,NA,"ADA636778",NA,"AdamSt21",NA,NA,NA,"32004144-4163-6778-6336-87beba082461","1963-08-11","DB","DB",NA,NA,70,185,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/apznak2gjksszw48mxhq","East Carolina",NA,"0",1986,1990,"MIA","ACT",NA,NA,5,NA,NA,1985,3,80,"LV"
"102","00-0024434","Titus Adams","Titus","Titus","Adams",NA,NA,NA,"ADA676791","31035","AdamTi00","3165",NA,"9806","32004144-4167-6791-7a07-0715759ec1c9","1983-01-28","DL","DT",NA,NA,76,305,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pkug101zgjsp8a5krjh6","Nebraska",NA,"62",2006,2010,"CLE","RES",NA,NA,1,NA,NA,2006,7,220,"NYJ"
"103","00-0034849","Tony Adams","Tony","Tony","Adams","T.Adams","Tony",NA,"ADA679358","46987",NA,"46610","7160","3116734","32004144-4167-9358-d4be-df9801f76072","1995-12-28","OL","G",NA,NA,73,302,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/afexojkz4zbs4xxsxobr","N.C. State",NA,"0",2018,2018,"NE","DEV","CUT",NA,0,NA,NA,NA,NA,NA,NA
"104","00-0037155","Tony Adams","Tony","Tony","Adams","T.Adams","Tony",NA,"ADA679550","54833","AdamTo03","55953","10433","4240532","32004144-4167-9550-1d54-314c28732948","1999-01-24","DB","DB","DB","SAFETY",71,203,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/lajc14lel9fjm8p6flnc","Illinois","Big Ten Conference",NA,2022,2026,"TEN","ACT","RES","R/Injured",5,"S","A",NA,NA,NA,NA
"105","00-0036185","Trey Adams","Trey","Trey","Adams","T.Adams","Trey",NA,"ADA679615","53077","AdamTr01","46310","9363","3886808","32004144-4167-9615-775d-42ed4e6da54e","1997-03-04","OL","OT",NA,NA,80,311,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fudtlvkuhq5trdy7sehq","Washington","Pacific Twelve Conference","72",2020,2020,"BUF","DEV","DEV","Practice Squad",0,NA,NA,NA,NA,NA,NA
"106","00-0032094","Tyrell Adams","Tyrell","Tyrell","Adams","T.Adams","Tyrell",NA,"ADA679872","43075","AdamTy00","10140","4514","3895228","32004144-4167-9872-1d2c-b42c06ee60cc","1992-04-11","LB","LB","LB","MLB",74,230,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ti4tf8pz8netweld38ye","West Georgia","Gulf South Conference","59",2015,2022,"IND","CUT","CUT","PS; Vet",6,"LB","A",NA,NA,NA,NA
"107","00-0000072","Vashone Adams","Vashone","Vashone","Adams",NA,NA,NA,"ADA680900",NA,"AdamVa20",NA,NA,"916","32004144-4168-0900-cfe8-3a7476770f6c","1973-09-12","DB","DB",NA,NA,70,201,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/czxpa4mxln9wa8mh3t5x","Eastern Michigan; Fort Hays; Butte College",NA,"24",1995,1999,"DAL","ACT",NA,NA,4,NA,NA,NA,NA,NA,NA
"108","ADA719836","Bill Adams","Bill","William","Adams",NA,NA,NA,"ADA719836",NA,"AdamBi20",NA,NA,NA,"32004144-4171-9836-975b-3464cbfee25f","1950-02-04","OL","G",NA,NA,74,255,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kikob2kvwj3gpe2hf29a","Holy Cross",NA,"0",1974,1978,"BUF","ACT",NA,NA,6,NA,NA,NA,NA,NA,NA
"109","ADA775208","Willis Adams","Willis","Willis","Adams",NA,NA,NA,"ADA775208",NA,"AdamWi00",NA,NA,NA,"32004144-4177-5208-6bf6-1e3b40c3ba72","1956-08-22","WR","WR",NA,NA,74,194,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zlpqp40wpnonzhvscqxf","Houston; Navarro",NA,"0",1979,1985,"CLE","ACT",NA,NA,6,NA,NA,1979,1,20,"CLE"
"110","00-0028999","Levy Adcock","Levy","Levy","Adcock",NA,NA,NA,"ADC474619",NA,"AdcoLe00",NA,NA,"15382","32004144-4347-4619-488f-b5df075513ee","1988-11-12","OL","OT",NA,NA,78,324,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jtxy03ajz3bjwc8fxbw7","Oklahoma State",NA,"0",2012,2012,"NYG","DEV",NA,NA,0,NA,NA,NA,NA,NA,NA
"111","00-0030312","Jahleel Addae","Jahleel","Jahleel","Addae","J.Addae","Jahleel",NA,"ADD129366","40755","AddaJa00","8117","2513","16039","32004144-4412-9366-a8b4-f932d5b26449","1990-01-24","DB","S","DB","SAFETY",70,195,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/orbwmzogmxytlb5rk4i4","Central Michigan","Mid-American Conference","41",2013,2021,"IND","ACT","ACT","Active",9,"S",NA,NA,NA,NA,NA
"112","00-0024245","Joseph Addai","Joseph","Joseph","Addai",NA,NA,NA,"ADD152616","30844","AddaJo00","2975","6608","9616","32004144-4415-2616-c7a9-811f2fe4cc75","1983-05-03","RB","RB",NA,NA,71,214,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hh0ebpwy5udobw9gbqoe","LSU",NA,"29",2006,2011,"IND","ACT",NA,NA,6,"HB",NA,2006,1,30,"IND"
"113","00-0035677","Nasir Adderley","Nasir","Nasir","Adderley","N.Adderley","Nasir",NA,"ADD172048","47843","AddeNa00","33880","7851","3912028","32004144-4417-2048-c82e-d72eac396ce9","1997-05-31","DB","DB",NA,NA,72,206,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dpvexbntnac14qw14k5d","Delaware","Colonial Athletic Association",NA,2019,2026,"IND","ACT","U01","R/UFA",5,"S","A",2019,2,60,"LAC"
"114","00-0037686","Tucker Addington","Tucker","Tucker","Addington","T.Addington","Tucker",NA,"ADD477723","54137","AddiTu00","66898","10814","4034729","32004144-4447-7723-b52f-c3f0998f4e43","1997-07-16","SPEC","LS",NA,NA,74,228,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/cksjjfvjnvpwcs60giyw","Sam Houston State","Southland Conference",NA,2022,2026,"MIA","ACT","CUT","Waivers/No Rec.",2,"LS","A",NA,NA,NA,NA
"115","00-0032482","Bralon Addison","Bralon","Bralon","Addison",NA,NA,NA,"ADD481098","43602","AddiBr01","11013","5112","2971271","32004144-4448-1098-6b9f-609c184948cc","1993-10-12","WR","WR",NA,NA,69,197,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/otwc8iuqmogqjh2j8zow","Oregon",NA,"45",2016,2016,"CHI","ACT",NA,NA,0,"WR","IR",NA,NA,NA,NA
"116","00-0000076","Bryan Addison","Bryan","Bryan","Addison",NA,NA,NA,"ADD487848",NA,NA,NA,NA,NA,"32004144-4448-7848-72f8-3fac0657066a","1970-04-13","DB","SAF",NA,NA,72,200,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kuxmuw2hpjnvixf4wulh","Hawaii",NA,"0",1995,1995,"HOU","RES",NA,NA,1,NA,NA,NA,NA,NA,NA
"117","00-0038994","Jordan Addison","Jordan","Jordan","Addison","J.Addison","Jordan",NA,"ADD491056","55887","AddiJo00","123000","10847","4429205","32004144-4449-1056-9ba9-b09766bad478","2002-01-27","WR","WR","WR","WR",71,175,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/s2ey8g5memyqvxc52uzy","USC; Pittsburgh","Pacific Twelve Conference","3",2023,2026,"MIN","ACT","ACT","Active",4,"WR","A",2023,1,23,"MIN"
"118","00-0028339","Mario Addison","Mario","Mario","Addison","M.Addison","Mario",NA,"ADD494264","37841","AddiMa00","6558","1185","14320","32004144-4449-4264-a260-256c81ea051a","1987-09-06","DL","DL","DL","EDGE",75,260,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bapzewurohnyaqq1p3ud","Troy; Booneville JC (MS)","Sun Belt Conference","97",2011,2022,"HOU","ACT","ACT","Active",12,"ED","A",NA,NA,NA,NA
"119","00-0039031","Adetomiwa Adebawore","Adetomiwa","Adetomiwa","Adebawore","A.Adebawore","Adetomiwa",NA,"ADE021468","55975","AdebAd00","97934","10934","4427635","32004144-4502-1468-3d33-a0f9da804e5c","2001-03-04","DL","DT","DL","INTERIOR_LINE",74,282,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/of8dhgchuzh584ipm4ut","Northwestern","Big Ten Conference","95",2023,2026,"IND","ACT","ACT","Active",4,"DI","A",2023,4,110,"IND"
"120","00-0036937","Paulson Adebo","Paulson","Saiid","Adebo","P.Adebo","Paulson",NA,"ADE042937","53505","AdebPa00","52280","9540","4242547","32004144-4504-2937-5d43-1392b15dc292","1999-07-03","DB","CB","DB","CB",73,192,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/syndlzqvjmmeplufohl8","Stanford","Pacific Twelve Conference",NA,2021,2026,"NYG","ACT","ACT","Active",6,"CB","A",2021,3,76,"NO"
"121","00-0033366","Quincy Adeboyejo","Quincy","Quincy","Adeboyejo","Q.Adeboyejo","Quincy",NA,"ADE085874","45254","AdebQu00","12085","6026","3051869","32004144-4508-5874-bbf3-1fc99c9571cb","1995-05-26","WR","WR",NA,NA,75,200,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/yipbvltnyhalez8l8qsu","Mississippi","Southeastern Conference","10",2017,2020,"NE","RES","ACT","R/Injured",2,"WR","A",NA,NA,NA,NA
"122","00-0036310","Hakeem Adeniji","Hakeem","Abdul","Adeniji","H.Adeniji","Hakeem",NA,"ADE451329","52588","AdenHa00","45419","8920","4046557","32004144-4545-1329-dcd7-27e4940351c6","1997-12-08","OL","G","OL","G",76,302,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qcoi4yerqm7urfbnscft","Kansas","Big Twelve Conference","75",2020,2026,"DAL","UFA","ACT","Active",7,"G","A",2020,6,180,"CIN"
"123","00-0027462","Damola Adeniji","Damola","Damola","Adeniji",NA,NA,NA,"ADE444954",NA,"AdenDa00",NA,NA,NA,"32004144-4544-4954-2ee9-f7de177a06a4","1987-06-16","WR","WR",NA,NA,75,213,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ptdwe76zv5gq0urpmerr","Oregon State",NA,"84",2010,2010,"LV","DEV",NA,NA,0,NA,NA,NA,NA,NA,NA
